"Number_of_reads_in_clusters"	282208
"Number_of_clusters"	46549
"Number_of_superclusters"	46547
"Number_of_singlets"	8156
"Number_of_analyzed_reads"	290364

"Cluster"	"Supercluster"	"Size"	"Size_adjusted"	"Automatic_annotation"	"TAREAN_annotation"	"Final_annotation"
700	698	30	30	"All"	"Other"	""
701	699	30	30	"All"	"Other"	""
702	700	30	30	"All"	"Other"	""
703	701	30	30	"All"	"Other"	""
704	702	30	30	"All"	"Other"	""
705	703	30	30	"All"	"Other"	""
706	704	30	30	"All"	"Other"	""
707	705	30	30	"All"	"Other"	""
708	706	30	30	"All"	"Other"	""
709	707	30	30	"All"	"Other"	""
710	708	30	30	"All"	"Other"	""
711	709	30	30	"All"	"Other"	""
712	710	30	30	"All"	"Other"	""
713	711	30	30	"All"	"Other"	""
714	712	30	30	"All"	"Other"	""
715	713	30	30	"All"	"Other"	""
716	714	30	30	"All"	"Other"	""
717	715	29	29	"All"	"Other"	""
718	716	29	29	"All"	"Other"	""
719	717	29	29	"All"	"Other"	""
720	718	29	29	"All"	"Other"	""
721	719	29	29	"All"	"Other"	""
722	720	29	29	"All/repeat/mobile_element/Class_I/LINE"	"Other"	""
723	721	29	29	"All"	"Other"	""
724	722	29	29	"All"	"Other"	""
725	723	29	29	"All"	"Other"	""
726	724	29	29	"All"	"Other"	""
727	725	29	29	"All"	"Other"	""
728	726	29	29	"All"	"Other"	""
729	727	29	29	"All"	"Other"	""
730	728	29	29	"All"	"Other"	""
731	729	29	29	"All"	"Other"	""
732	730	29	29	"All"	"Other"	""
733	731	29	29	"All"	"Other"	""
734	732	29	29	"All"	"Other"	""
735	733	29	29	"All"	"Other"	""
736	734	29	29	"All"	"Other"	""
737	735	29	29	"All"	"Other"	""
738	736	29	29	"All"	"Other"	""
739	737	29	29	"All"	"Other"	""
740	738	29	29	"All"	"Other"	""
741	739	29	29	"All"	"Other"	""
742	740	29	29	"All"	"Other"	""
743	741	29	29	"All"	"Other"	""
744	742	29	29	"All"	"Other"	""
745	743	29	29	"All"	"Other"	""
